citation_id,title,authors,year,doi,decision,reasoning,model,screened_at,pdf_error
205,Programmed cell death-1 rs11568821 and interleukin-28B rs12979860 polymorphisms in autoimmune hepatitis.,,,10.1016/j.jtauto.2021.100126,include,"This article requires careful evaluation against the inclusion and exclusion criteria.

**Checking Inclusion Criteria:**

1. **Original research article**: Yes - This is an original research study investigating genetic polymorphisms in AIH patients versus controls.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: Yes - The study examines PD-1 (programmed cell death-1, rs11568821, PD1.3 polymorphism), which is one of the specified checkpoint receptors in the inclusion criteria (PD-1 is explicitly mentioned).

3. **Studies in patients with autoimmune hepatitis or animal models**: Yes - The study includes 200 patients with well-established AIH.

4. **Studies comparing AIH to healthy controls or other liver disease controls**: Yes - The study compares 200 AIH patients to 100 healthy controls.

5. **Published in English**: Yes - The article is published in English in the Journal of Translational Autoimmunity.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text**: No - This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data**: No - This is an original research article with primary data.

3. **Case reports with fewer than 3 patients**: No - This is a case-control study with 200 patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: No - This study examines genetic polymorphisms in AIH patients, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison**: No - This study is exclusively on AIH.

**Additional considerations:**

- The study examines PD-1 rs11568821 (PD1.3) polymorphism, which is directly relevant to the review's focus on PD-1.
- The study also examines IL28B rs12979860 polymorphism, which is NOT one of the checkpoint receptors listed in the inclusion criteria. However, since the study includes examination of PD-1 polymorphisms, it meets the inclusion criteria.
- The study provides data on expression patterns, genetic associations, and clinical correlations with AIH.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:57:25.036831,
310,Progression of autoimmune hepatitis is mediated by IL-18-producing dendritic cells and hepatic CXCL9 expression in mice.,,,10.1002/hep.27087,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:57:25.041120,PDF not found
231,Regulatory T-cell conditioning endows activated effector T cells with suppressor function in autoimmune hepatitis/autoimmune sclerosing cholangitis.,,,10.1002/hep.29307,include,"This article is evaluating whether it meets the systematic review inclusion criteria. Let me work through each criterion:

**Inclusion Criteria Assessment:**

1. **Original research articles (human or animal studies)** - YES. This is an original research article published in Hepatology, conducting experiments on human subjects (32 AIH patients, 20 AISC patients, and 36 healthy subjects).

2. **Studies examining expression, function, or genetic variants of BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R** - PARTIALLY YES. The study examines LAG-3 expression. The article specifically investigates CD49b and LAG-3 as markers of T regulatory 1 (Tr1) cells (mentioned in abstract and detailed in results sections on pages 7-8). Figure 3 shows LAG-3 expression data.

3. **Studies in patients with autoimmune hepatitis or animal models of AIH** - YES. The study includes 32 AIH patients and 20 AISC patients.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - YES. The study compares AIH/AISC patients with 36 healthy subjects (HS).

5. **Published in English** - YES. The article is in English.

**Exclusion Criteria Assessment:**

1. **Conference abstracts without full text** - NO. This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data** - NO. This is an original research article with novel experimental data.

3. **Case reports with fewer than 3 patients** - NO. This study includes 52 patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - NO. This is about autoimmune hepatitis pathogenesis, not drug-induced liver injury.

5. **Studies on primary biliary cholangitis or primary sclerosing cholangitis without AIH comparison** - NO. The study focuses on AIH and AISC.

**Key Finding:** The article examines LAG-3 (one of the checkpoint receptors in the review protocol) in the context of AIH and AISC. LAG-3 is specifically mentioned as a marker that is upregulated when CD4+CD127+CD25high cells are exposed to Treg polarizing conditions, and is used to characterize T regulatory 1 cells.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:57:46.157744,
296,Single cell profiling of circulating autoreactive CD4 T cells from patients with autoimmune liver diseases suggests tissue imprinting.,,,10.1038/s41467-025-56363-2,include,"Let me evaluate this article systematically against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research articles**: YES - This is an original research article published in Nature Communications (2025) presenting new experimental data.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: YES - The study extensively examines PD-1, TIGIT, CTLA-4, and other checkpoint receptors. The article describes:
   - Expression patterns of PD-1, TIGIT, CTLA-4 in autoreactive CD4 T cells
   - Single-cell transcriptomic analysis showing these cells are characterized by PD-1, TIGIT, and HLA-DR expression
   - Mouse model experiments demonstrating that PD-1 and CTLA-4 pathways control antigen-specific hepatitis

3. **Studies in patients with autoimmune hepatitis or animal models**: YES - The study includes:
   - Human patients with AIH, PBC, and overlap AIH/PBC
   - Mouse model of hepatic immune response with checkpoint blockade

4. **Studies comparing AIH to healthy controls or other liver disease controls**: YES - The study includes:
   - Comparisons between AIH patients and NASH patients
   - Active AIH vs. AIH in remission comparisons
   - Analysis of antigen-specific responses

5. **Published in English**: YES

**Checking Exclusion Criteria:**

1. **Conference abstracts**: NO - This is a full-text article
2. **Review articles, editorials, commentaries**: NO - This is original research
3. **Case reports with fewer than 3 patients**: NO - This is a multi-patient study
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: NO - While the study uses checkpoint inhibitors in a mouse model, this is to study the mechanism of autoimmune hepatitis, not to study drug-induced liver injury
5. **Studies on PBC or PSC without AIH comparison**: NO - The study includes AIH patients

**Key Findings Relevant to the Review:**
- The article identifies PD-1, TIGIT, CTLA-4, and HLA-DR as key markers of liver-autoreactive CD4 T cells
- Demonstrates that immune checkpoint pathways control liver damage in a CD4-dependent manner
- Shows overlap in TCR repertoires between circulating autoreactive cells and liver-infiltrating cells
- Provides evidence that circulating autoreactive CD4 T cells are imprinted by chronic antigen exposure in the liver",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:58:11.562135,
304,Soluble PD1 levels are increased with disease activity in paediatric onset autoimmune hepatitis and inflammatory bowel disease.,,,10.1080/08916934.2020.1755964,include,"This article requires careful evaluation against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: ✓ YES - This is clearly an original research study with methods, results, and novel data

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: ✓ YES - The study specifically examines PD-1 (one of the listed checkpoint receptors) by:
   - Measuring soluble PD-1 (sPD1) levels in plasma
   - Analyzing CD4+PD1+ and CD8+PD1+ T cells by flow cytometry
   - Examining functional roles and expression patterns

3. **Studies in patients with AIH or animal models**: ✓ YES - The study includes 16 pediatric patients with autoimmune hepatitis (AIH), categorized as active AIH (n=8), incomplete responders (n=3), and responders (n=5)

4. **Studies comparing AIH to healthy controls or other disease controls**: ✓ YES - The study compares:
   - Active AIH vs responders vs incomplete responders
   - Active AIH vs healthy controls (n=3)
   - Active AIH vs PSC
   - Also includes PSC/AIH overlap, IBD, PSC/IBD, and AIH/IBD groups

5. **Published in English**: ✓ YES - The article is in English

**Checking Exclusion Criteria:**

1. **Conference abstract without full text**: ✗ NO - This is a full-text article
2. **Review article, editorial, commentary**: ✗ NO - This is original research
3. **Case report with fewer than 3 patients**: ✗ NO - This is a cohort study with 41 patients total, 16 with AIH
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: ✗ NO - This study examines endogenous PD-1 expression in AIH, not drug-induced injury
5. **Studies on PBC or PSC without AIH comparison**: ✗ NO - While PSC is included, the study does include AIH patients and comparisons

The article meets ALL inclusion criteria and does NOT meet any exclusion criteria. It provides original data on PD-1 expression patterns in pediatric AIH patients, demonstrates functional relationships between disease activity and sPD1 levels, and includes immunophenotyping data showing T cell activation via the PD-1 axis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:58:29.025866,
305,Soluble programmed death-1 levels are associated with disease activity and treatment response in patients with autoimmune hepatitis.,,,10.1080/00365521.2016.1233576,include,"This article is being evaluated for inclusion in a systematic review about inhibitory checkpoint receptors in autoimmune hepatitis (AIH).

**Checking Inclusion Criteria:**

1. **Original research article**: ✓ Yes - This is an original research study published in Scandinavian Journal of Gastroenterology in 2017.

2. **Studies examining expression, function, or genetic variants of the specified checkpoint receptors**: ✓ Yes - The study examines PD-1 (programmed death-1), which is one of the checkpoint receptors listed in the inclusion criteria. It also examines PD-L1 expression.

3. **Studies in patients with autoimmune hepatitis or animal models**: ✓ Yes - The study includes 67 AIH patients (9 with active disease, 31 responders, and 27 incomplete-responders to standard therapy).

4. **Studies comparing AIH to healthy controls or other liver disease controls**: ✓ Yes - The study includes 47 healthy controls (HC) for comparison.

5. **Published in English**: ✓ Yes - The article is in English.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text**: ✗ No - This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data**: ✗ No - This is an original research article with primary data.

3. **Case reports with fewer than 3 patients**: ✗ No - This is a study with 67 AIH patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: ✗ No - This study is about autoimmune hepatitis, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison**: ✗ No - The study focuses on AIH.

**Study Content:**
The article investigates soluble PD-1 (sPD-1) levels in different AIH patient groups and examines PD-1 expression and upregulation on T cells following in vitro activation. It also examines PD-L1 expression on monocytes. The study provides original data on both the expression patterns and functional aspects of the PD-1 pathway in AIH patients.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:58:43.695022,
192,Splenectomy prolongs the effects of corticosteroids in mouse models of autoimmune hepatitis.,,,10.1053/j.gastro.2013.03.011,include,"1. **Study Type**: This is an original research article describing animal studies (mouse models) investigating autoimmune hepatitis, which meets inclusion criteria #1.

2. **Checkpoint Receptor Studied**: The study examines PD-1 (programmed cell death 1), which is explicitly listed as one of the checkpoint receptors of interest in the inclusion criteria (#2).

3. **Autoimmune Hepatitis Model**: The study uses two mouse models of autoimmune hepatitis:
   - BALB/c PD-1⁻/⁻ mice with neonatal thymectomy (acute/fulminant AIH model)
   - C57BL/6 PD-1⁻/⁻ mice with neonatal thymectomy (chronic AIH model)
   This meets inclusion criteria #3.

4. **Comparison Groups**: The study includes comparisons with:
   - Wild-type mice (healthy controls)
   - PD-1⁻/⁻ mice without thymectomy (disease controls)
   This meets inclusion criteria #4.

5. **Primary Focus**: While the title emphasizes splenectomy and corticosteroid effects, the core mechanism studied is the role of PD-1 deficiency in the pathogenesis of AIH. The article investigates:
   - Expression patterns (follicular helper T cells, regulatory T cells)
   - Functional roles (immune dysregulation due to PD-1 loss)
   - Disease mechanisms in AIH development

6. **Exclusion Criteria Check**:
   - Not a conference abstract (full article) ✓
   - Not a review, editorial, or commentary ✓
   - Not a case report ✓
   - Not exclusively about checkpoint inhibitor drug-induced liver injury ✓
   - Not about PBC or PSC ✓

7. **Language**: Published in English ✓",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:59:08.394919,
303,"The association between Cytotoxic T lymphocyte associated antigen-4, Fas, tumour necrosis factor-α gene polymorphisms and autoimmune hepatitis: a meta-analysis.",,,10.1016/j.dld.2014.02.003,exclude,"1. **Study Design**: This is a meta-analysis, which is a systematic review of multiple studies. According to the exclusion criteria #2, ""Review articles, editorials, commentaries, letters without original data"" should be excluded.

2. **Evaluating the Article Type**: While this is technically a meta-analysis (a type of review), it does contain original data analysis - the authors performed systematic pooling and statistical analysis of data from 15 case-control studies. Meta-analyses are distinct from narrative review articles in that they perform quantitative synthesis of data.

3. **Checkpoint Receptors Evaluated**: The article examines CTLA-4 (Cytotoxic T Lymphocyte Associated Antigen-4), which is specifically listed in the inclusion criteria as one of the checkpoint receptors of interest (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R).

4. **Disease Population**: The study focuses on autoimmune hepatitis (AIH), which matches the inclusion criteria.

5. **Comparison Groups**: The meta-analysis compares AIH patients to healthy controls, meeting inclusion criteria #4.

6. **Language**: Published in English, meeting inclusion criteria #5.

7. **Gene Polymorphisms vs. Expression/Function**: The study examines genetic variants/polymorphisms of CTLA-4, Fas, and TNF-α genes in relation to AIH susceptibility. This meets inclusion criteria #2 which includes ""genetic variants"" of the checkpoint receptors.

8. **Additional Genes**: The article also examines Fas and TNF-α gene polymorphisms. While TNF-α is not one of the specified checkpoint receptors, the article does include CTLA-4, which IS in the inclusion list.

9. **Exclusion Criteria Assessment**: 
   - Not a conference abstract (exclusion #1) ✓
   - Although it's a meta-analysis, it contains original quantitative analysis
   - Not a case report (exclusion #3) ✓
   - Not about checkpoint inhibitor drug-induced liver injury (exclusion #4) ✓
   - Not exclusively about PBC or PSC (exclusion #5) ✓

10. **Final Assessment**: While meta-analyses are typically considered review articles, systematic reviews with meta-analyses that perform original quantitative synthesis are often considered differently from narrative reviews. However, the exclusion criteria specifically state ""review articles"" without distinguishing meta-analyses from narrative reviews. Given that this is technically a review article (meta-analysis) and the exclusion criteria do not explicitly exempt meta-analyses, this should be **EXCLUDED**.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:59:25.897437,
224,The induction of autoimmune hepatitis in the human leucocyte antigen-DR4 non-obese diabetic mice autoimmune hepatitis mouse model.,,,10.1111/cei.12843,include,"Let me evaluate this article systematically against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: ✓ Yes - This is clearly an original research article describing experimental work.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: The article mentions PD-1 (programmed death 1) in several sections:
   - ""Livers from DR4 mice had fewer regulatory T cells (Tregs), which had decreased programmed death (PD)-1 expression""
   - Figure 5 shows analysis of PD-1 expression on Tregs
   - The discussion mentions ""The PD-1/PD-L1 pathway has been well defined as a negative regulatory system""
   - Results state: ""reduced liver Treg frequency"" and ""Tregs from naive DR4 mice have reduced inhibitory function"" with ""reduced PD-1 expression""
   
   ✓ Yes - PD-1 is one of the checkpoint receptors listed in the inclusion criteria.

3. **Studies in patients with autoimmune hepatitis or animal models of AIH**: ✓ Yes - This is an animal model study of autoimmune hepatitis using HLA-DR4 transgenic NOD mice.

4. **Studies comparing AIH to healthy controls or other liver disease controls**: ✓ Yes - The study compares immunized DR4 mice with control groups (naive mice and adjuvant-only controls).

5. **Published in English**: ✓ Yes

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text**: No - This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data**: No - This is an original research article.

3. **Case reports with fewer than 3 patients**: No - This is an animal study, not a case report.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: No - This study is about autoimmune hepatitis in a transgenic mouse model, not drug-induced liver injury.

5. **Studies on primary biliary cholangitis or primary sclerosing cholangitis without AIH comparison**: No - This study is exclusively focused on autoimmune hepatitis.

**Summary:**
This article meets ALL inclusion criteria and does NOT meet any exclusion criteria. The study examines PD-1 expression and function in Tregs in an animal model of autoimmune hepatitis, which is directly relevant to the review's objective.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T11:59:46.422322,
191,Transient Expression of Transgenic IL-12 in Mouse Liver Triggers Unremitting Inflammation Mimicking Human Autoimmune Hepatitis.,,,10.4049/jimmunol.1600228,include,"This article requires careful evaluation against the systematic review protocol on checkpoint receptors in autoimmune hepatitis (AIH).

**Step 1: Check Article Type**
This is an original research article describing an animal model of autoimmune hepatitis. It is not a conference abstract, review, editorial, or case report. ✓

**Step 2: Check Study Population**
The study uses a mouse model of AIH induced by transient expression of IL-12 in the liver. This is an animal model of AIH, which meets inclusion criterion #3. ✓

**Step 3: Check for Checkpoint Receptors**
Now I need to carefully examine whether this study examines ANY of the specified checkpoint receptors: BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R.

Scanning through the full text:
- **PD-1 and PD-L1 are explicitly examined**: 
  - Figure 7B shows qRT-PCR analysis of PD-1, PD-L1, and PD-L2 expression
  - Figure 7C shows immunohistochemistry of PD-L1 expression
  - Figure 7D shows flow cytometry analysis of PD-1 expression on CD4+ and CD8+ T cells
  - Figure 7E shows functional experiments with PD-L1 blocking antibody
  - The discussion mentions ""PD-1/PD-L1 interaction"" and its role as an immunoregulatory mechanism

This clearly meets inclusion criterion #2 regarding examination of checkpoint receptors (specifically PD-1). ✓

**Step 4: Check Exclusion Criteria**
- Not a conference abstract ✓
- Not a review/editorial/commentary without original data ✓
- Not a case report with <3 patients ✓
- Not exclusively about checkpoint inhibitor drug-induced liver injury ✓
- Not about PBC or PSC without AIH ✓

**Step 5: Evaluate Relevance**
The article studies PD-1/PD-L1 expression and function in an AIH mouse model, examining:
- Expression patterns of PD-1 and PD-L1
- Functional role (blocking PD-L1 worsens liver damage)
- This provides insights into immunoregulatory mechanisms in AIH

This directly addresses the review objectives regarding expression patterns, functional roles, and potential as therapeutic targets.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:00:06.354675,
196,Type 2 autoimmune hepatitis murine model: the influence of genetic background in disease development.,,,10.1016/j.jaut.2005.11.001,exclude,"This article examines the influence of genetic background (MHC and non-MHC genes) on the development of type 2 autoimmune hepatitis in a murine model using three different mouse strains (C57BL/6, 129/Sv, and BALB/c). Let me evaluate it against the inclusion and exclusion criteria:

**Inclusion Criteria Assessment:**

1. **Original research article** - YES. This is clearly an original research article with experimental methods and results.

2. **Studies examining checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R)** - PARTIALLY. The article mentions CTLA-4 in the vaccination protocol (pCMV-CTLA4-CYP2D6-FTCD plasmid). However, CTLA-4 here is used as a targeting mechanism to deliver antigens to antigen-presenting cells, NOT as the subject of investigation. The study is investigating genetic susceptibility to AIH development using CYP2D6 and FTCD antigens, not examining the role of CTLA-4 as an inhibitory checkpoint receptor in AIH pathogenesis.

3. **Studies in AIH patients or animal models of AIH** - YES. This is a murine model of type 2 AIH.

4. **Studies comparing AIH to healthy controls or other liver disease controls** - YES. Different mouse strains are compared, including control mice.

5. **Published in English** - YES.

**Exclusion Criteria Assessment:**

- Not a conference abstract, review, editorial, or commentary - Correct, this is a full research article.
- Not a case report with fewer than 3 patients - Not applicable.
- Not exclusively on checkpoint inhibitor drug-induced liver injury - Correct.
- Not exclusively on PBC or PSC - Correct.

**Critical Issue:**

While CTLA-4 is mentioned in the methods, it is used only as a molecular tool for DNA vaccination (to enhance antigen presentation), not as the subject of study. The focus of this article is on **genetic susceptibility** (MHC and non-MHC genes) and the role of specific autoantigens (CYP2D6 and FTCD) in AIH development. The article does not examine the expression, function, or role of CTLA-4 (or any other checkpoint receptor) in the pathogenesis of AIH.

This does not meet the core purpose of the systematic review, which is to understand the role of inhibitory checkpoint receptors in AIH pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:00:26.798990,
281,Under-Evaluated or Unassessed Pathogenic Pathways in Autoimmune Hepatitis and Implications for Future Management.,,,10.1007/s10620-018-5072-x,exclude,"I need to evaluate this article against the specific inclusion and exclusion criteria provided for a systematic review on inhibitory checkpoint receptors in autoimmune hepatitis (AIH).

**Step 1: Check if it's an original research article**
This is clearly a REVIEW article, as stated in the document type on page 1. The title explicitly states it's about ""Under-Evaluated or Unassessed Pathogenic Pathways"" and the methods section (page 2) describes conducting literature searches and reviewing existing literature rather than conducting original research.

**Step 2: Check exclusion criteria**
The article meets exclusion criterion #2: ""Review articles, editorials, commentaries, letters without original data""

While this review article discusses several of the checkpoint receptors of interest (PD-1, CTLA-4, BTLA, LAG-3, TIM-3), it is a narrative review synthesizing existing literature rather than presenting original research data.

**Step 3: Consider potential for original data**
Even though it's a review, I should check if it contains any original data. Reading through the article, it:
- Describes literature search methods
- Synthesizes existing knowledge from multiple studies
- Discusses pathogenic pathways that have been ""under-evaluated or unassessed in autoimmune hepatitis""
- Does NOT present new experimental data, patient cohorts, or original analyses

**Step 4: Assess relevance**
While highly relevant to the topic and discusses PD-1, Tim proteins, galectins, and other checkpoints in the context of AIH, the article is fundamentally a review synthesizing what is known and what needs to be studied - not presenting original findings.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:00:42.360020,
247,Usefulness of chemokine C-C receptor 7(-) /programmed cell death-1(+) follicular helper T cell subset frequencies in the diagnosis of autoimmune hepatitis.,,,10.1111/hepr.13356,include,"This article requires careful evaluation against the inclusion and exclusion criteria:

**Checking Inclusion Criteria:**

1. **Original research article**: Yes - This is clearly an original research article with Methods, Results, and Discussion sections.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: Yes - The article examines **PD-1 (programmed cell death-1)**, which is explicitly listed as one of the checkpoint receptors of interest (PD-1, BTLA, CTLA-4, TIGIT, VISTA, LAG-3, CD200R).

3. **Studies in patients with autoimmune hepatitis or animal models**: Yes - The study examines **12 patients with type 1 autoimmune hepatitis (AIH)** compared to healthy controls (n=44) and hepatitis B virus patients (n=24).

4. **Studies comparing AIH to healthy controls or other liver disease controls**: Yes - The study compares AIH patients to both healthy controls and HBV patients, and also includes 3 drug-induced liver injury patients.

5. **Published in English**: Yes - The article is published in English in Hepatology Research.

**Checking Exclusion Criteria:**

1. **Conference abstracts without full text**: No - This is a full-text article.

2. **Review articles, editorials, commentaries, letters without original data**: No - This is an original research article with novel data.

3. **Case reports with fewer than 3 patients**: No - The study includes 12 AIH patients.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)**: No - This study is about autoimmune hepatitis pathogenesis and diagnosis, not about drug-induced liver injury from checkpoint inhibitors.

5. **Studies on PBC or PSC without AIH comparison**: No - This study focuses on AIH.

**Key Findings Relevant to the Review:**
- The study examines CCR7-PD-1+ follicular helper T (Tfh) cell frequencies in AIH patients
- The frequency of CCR7-PD-1+ Tfh cells was significantly elevated in AIH patients
- PD-1 expression is being studied in the context of AIH pathogenesis
- The authors cite their previous work showing these Tfh cells could be involved in AIH pathogenesis",anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:00:57.803962,
232,Usefulness of liver infiltrating CD86-positive mononuclear cells for diagnosis of autoimmune hepatitis.,,,10.3748/wjg.v12.i16.2523,include,"This article examines costimulatory molecules in autoimmune hepatitis (AIH), specifically focusing on CD80, CD86, and CD152 (CTLA-4). Let me evaluate it against the inclusion and exclusion criteria:

**Inclusion Criteria Assessment:**
1. **Original research article**: ✓ Yes - This is an original research study with methods, results, and data analysis
2. **Studies examining expression, function, or genetic variants of target molecules**: ✓ Yes - The study examines expression of CD80, CD86, and CTLA-4 (CD152), which is CTLA-4, one of the checkpoint receptors specified in the protocol
3. **Studies in patients with AIH or animal models**: ✓ Yes - The study includes 34 patients with AIH
4. **Studies comparing AIH to healthy controls or other liver disease controls**: ✓ Yes - Compares AIH patients to 25 healthy controls and also includes chronic hepatitis C patients (13 cases) as disease controls
5. **Published in English**: ✓ Yes - Article is in English

**Exclusion Criteria Assessment:**
1. **Conference abstracts without full text**: ✗ No - This is a full text article
2. **Review articles, editorials, commentaries, letters without original data**: ✗ No - This contains original data
3. **Case reports with fewer than 3 patients**: ✗ No - This has 34 AIH patients
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: ✗ No - This studies spontaneous AIH
5. **Studies on PBC or PSC without AIH comparison**: ✗ No - This is primarily about AIH

**Key Findings Relevant to Protocol:**
- The study examines CTLA-4 (CD152) expression in AIH patients
- Analyzes both peripheral blood mononuclear cells (PBMC) and liver infiltrating mononuclear cells (LIMC)
- Compares expression patterns in AIH vs healthy controls and chronic hepatitis C
- Examines relationship between costimulatory molecule expression and clinical parameters
- Discusses potential diagnostic and therapeutic implications",anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:01:12.188686,
230,[Association between high expression of intrahepatic programmed death-1 and liver inflammation in patients with autoimmune hepatitis].,,,10.3760/cma.j.issn.1007-3418.2017.04.006,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:01:12.193257,PDF not found
249,"[Study on the relationship of CTLA-4 -318, +49 polymorphisms with autoimmune hepatitis and primary biliary cirrhosis in a Chinese population].",,,,uncertain,PDF not available for full-text screening,anthropic/claude-sonnet-4-5-20250929,2026-01-28T12:01:12.194163,PDF not found
