citation_id,title,authors,year,doi,decision,reasoning,model,screened_at
176,Pembrolizumab Induced Sclerosing Cholangitis: Why You Need a Liver Biopsy.,,,10.1159/000530009,exclude,"1. **Study Type Assessment**: The title suggests this is a case report or case series about pembrolizumab-induced sclerosing cholangitis. The format ""Why You Need a Liver Biopsy"" suggests this may be an educational case presentation rather than original research.

2. **Topic Relevance**:
   - Pembrolizumab is a checkpoint inhibitor (anti-PD-1 therapy)
   - The study focuses on sclerosing cholangitis induced by checkpoint inhibitor therapy
   - This appears to be about checkpoint inhibitor drug-induced liver injury (ICI-DILI)

3. **Exclusion Criteria Application**:
   - **Exclusion Criterion #4**: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" - This study appears to be specifically about pembrolizumab (a checkpoint inhibitor drug) causing sclerosing cholangitis, which would be classified as ICI-DILI
   - **Exclusion Criterion #2**: The title format suggests this may be a case report, editorial, or educational commentary rather than original research
   - **Exclusion Criterion #3**: If this is a case report, it's unclear if it includes 3 or more patients

4. **Disease Focus**: The study is about sclerosing cholangitis (a biliary disease), not autoimmune hepatitis (AIH), which is the target condition for this review.

5. **Abstract Availability**: No abstract is available, but the title is sufficiently clear to indicate this is about drug-induced cholangitis from checkpoint inhibitor therapy, not about the role of checkpoint receptors in AIH pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:34:31.843768
215,Possible involvement of chemokine C-C receptor 7(-) programmed cell death-1(+) follicular helper T-cell subset in the pathogenesis of autoimmune hepatitis.,,,10.1111/jgh.13844,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is an original research article (uses language like ""possible involvement"" suggesting investigation of a hypothesis). No indication it's a review or other excluded type.

2. **Studies examining checkpoint receptors**: YES - The title explicitly mentions ""programmed cell death-1(+)"" which is PD-1, one of the checkpoint receptors specified in the protocol (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R).

3. **Studies in AIH patients or animal models**: YES - The title explicitly states ""autoimmune hepatitis"" as the condition being studied.

4. **Comparison to controls**: UNCERTAIN - Cannot determine from title alone whether controls were included.

5. **Published in English**: The title is in English, suggesting the article is in English.

**Assessing Exclusion Criteria:**

1. **Conference abstract without full text**: UNCERTAIN - No information provided about publication type.

2. **Review articles, editorials, etc.**: The title's phrasing (""possible involvement...in the pathogenesis"") suggests original research rather than a review.

3. **Case reports <3 patients**: Unlikely given the research question appears to be about a cell subset's role in pathogenesis.

4. **Exclusively on ICI-DILI**: NO - The title discusses pathogenesis of AIH itself, not drug-induced liver injury.

5. **PBC/PSC without AIH**: NO - The study is specifically about AIH.

**Key Considerations:**
- The abstract is not available, making full assessment impossible
- The title clearly indicates relevance to the review (PD-1 and AIH)
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:34:41.993911
290,Postvaccination immune-mediated hepatitis: what do we really know?,,,10.2217/imt-2023-0038,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title: ""Postvaccination immune-mediated hepatitis: what do we really know?""
- No authors, year, journal, or abstract provided

**Analysis:**

1. **Type of publication:** The title phrase ""what do we really know?"" is commonly used in review articles, editorials, or commentary pieces rather than original research articles. This suggests it may fall under exclusion criterion #2 (review articles, editorials, commentaries).

2. **Topic relevance:** The title mentions ""immune-mediated hepatitis"" but specifically in the context of ""postvaccination."" This appears to be about vaccine-induced hepatitis rather than autoimmune hepatitis (AIH) as a primary disease entity.

3. **Checkpoint receptors:** There is no indication in the title that this study examines any of the specific checkpoint receptors listed (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R).

4. **Study population:** ""Postvaccination immune-mediated hepatitis"" suggests a focus on vaccine-related adverse events rather than classic AIH pathogenesis.

5. **Insufficient information:** With no abstract available, I cannot confirm whether this contains original data on checkpoint receptors in AIH patients.

**Key concerns:**
- The title suggests this is likely a review/commentary rather than original research
- The focus appears to be on vaccine-induced hepatitis, not autoimmune hepatitis
- No indication of checkpoint receptor involvement
- Completely missing abstract prevents verification

Given the protocol instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies"" when information is insufficient, but weighing this against the strong indicators that this is not relevant (likely a review article about vaccine-related hepatitis, not AIH with checkpoint receptors), I believe this should be excluded.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:34:51.803604
203,Potential radiotherapy-related reactivation of immune checkpoint inhibitor hepatitis.,,,10.1007/s00066-024-02361-0,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Title Analysis**: The title mentions ""immune checkpoint inhibitor hepatitis"" which refers to drug-induced liver injury from checkpoint inhibitor medications (ICI-DILI), not autoimmune hepatitis (AIH) as a primary autoimmune disease.

2. **Checking Exclusion Criteria**:
   - Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
   - The title clearly indicates this is about ""immune checkpoint inhibitor hepatitis"" which is ICI-DILI
   - The focus appears to be on reactivation of this drug-induced condition in the context of radiotherapy

3. **Checking Inclusion Criteria**:
   - The study does not appear to be about autoimmune hepatitis (AIH) as defined in the review protocol
   - While it involves checkpoint inhibitors, it's in the context of adverse drug reactions, not the pathogenesis of AIH
   - No indication this involves patients with AIH or animal models of AIH

4. **Abstract Availability**: The abstract is not available, which would normally warrant a more cautious approach. However, the title is quite clear and specific about the topic being ICI-DILI (checkpoint inhibitor hepatitis), not AIH.

5. **Distinction**: It's important to note that ""immune checkpoint inhibitor hepatitis"" (a drug-induced adverse event) is fundamentally different from ""autoimmune hepatitis"" (a primary autoimmune disease), even though both involve liver inflammation.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:00.513084
314,Preponderance of CTLA4 Variation Associated With Autosomal Dominant Immune Dysregulation in the MYPPPY Motif.,,,10.3389/fimmu.2019.01544,include,"1. **Study Type Assessment**: The title suggests this is an original research article examining CTLA4 variation, which would meet inclusion criterion #1.

2. **Checkpoint Receptor Relevance**: The study focuses on CTLA-4 (CTLA4), which is explicitly listed as one of the checkpoint receptors of interest in the inclusion criteria (#2).

3. **Disease Focus - Critical Issue**: The title mentions ""autosomal dominant immune dysregulation"" but does NOT specifically mention autoimmune hepatitis (AIH). The study appears to be about a broader immune dysregulation syndrome associated with CTLA4 variants.

4. **Abstract Limitation**: No abstract is available to determine:
   - Whether AIH patients were included in the study
   - Whether this is about general immune dysregulation vs. specific autoimmune conditions
   - What diseases/conditions were actually studied

5. **Inclusion Criterion #3 Assessment**: The protocol requires ""Studies in patients with autoimmune hepatitis or animal models of AIH."" Without an abstract, I cannot confirm this study includes AIH patients.

6. **High Sensitivity Approach**: The instructions state that when abstract is missing or insufficient, I should lean towards INCLUDE to avoid missing potentially relevant studies. CTLA4 variants can be associated with multiple autoimmune conditions including AIH, and this study examining CTLA4 variation in immune dysregulation could potentially include AIH patients.

7. **Risk Assessment**: Excluding this could mean missing a relevant study if AIH was among the conditions studied. Including it for full-text review would allow proper assessment.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:10.157587
205,Programmed cell death-1 rs11568821 and interleukin-28B rs12979860 polymorphisms in autoimmune hepatitis.,,,10.1016/j.jtauto.2021.100126,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Analyzing the Title:**
- The study examines ""Programmed cell death-1 rs11568821"" - PD-1 is one of the checkpoint receptors explicitly listed in the inclusion criteria (PD-1)
- It examines genetic polymorphisms (rs11568821) of PD-1, which falls under ""genetic variants"" mentioned in inclusion criterion #2
- The study is specifically about ""autoimmune hepatitis"" - directly matches inclusion criterion #3
- Also examines interleukin-28B polymorphisms, which while not a checkpoint receptor, doesn't disqualify the study since it includes PD-1

**Checking Inclusion Criteria:**
1. Original research articles - The title suggests this is an original research study examining genetic polymorphisms (likely yes)
2. Studies examining genetic variants of PD-1 - YES, explicitly mentions PD-1 rs11568821 polymorphism
3. Studies in patients with AIH - YES, explicitly mentions autoimmune hepatitis
4. Studies comparing AIH to controls - Cannot determine from title alone
5. Published in English - Cannot determine, but title is in English

**Checking Exclusion Criteria:**
1. Conference abstract without full text - Cannot determine from available information
2. Review article/editorial/commentary - Title suggests original research on polymorphisms
3. Case report <3 patients - Unlikely given it's studying polymorphisms (typically requires larger samples)
4. Studies exclusively on ICI-DILI - NO, this is about AIH, not drug-induced liver injury
5. Studies on PBC/PSC without AIH - NO, explicitly mentions AIH

**Key Issue:** Abstract is not available, making full assessment difficult.

**Decision Approach:** Following the instruction that ""If the abstract is missing or insufficient to make a determination, lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach),"" and given that the title clearly indicates this is a study of PD-1 genetic polymorphisms in AIH patients (which directly matches the review objectives), this should be included for full-text review.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:21.666753
310,Progression of autoimmune hepatitis is mediated by IL-18-producing dendritic cells and hepatic CXCL9 expression in mice.,,,10.1002/hep.27087,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles (human or animal studies)**: The title suggests this is an original research article studying mice, which qualifies as an animal study.

2. **Studies examining expression, function, or genetic variants of checkpoint receptors**: The title does not explicitly mention any of the checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R). It focuses on IL-18-producing dendritic cells and CXCL9 expression.

3. **Studies in patients with AIH or animal models of AIH**: The title explicitly mentions ""autoimmune hepatitis"" and ""mice,"" indicating this is an animal model study of AIH. ✓

4. **Studies comparing AIH to healthy controls or other liver disease controls**: Cannot determine from title alone, but the word ""progression"" suggests some comparative element.

5. **Published in English**: Cannot determine definitively, but title is in English.

**Assessing Exclusion Criteria:**

1. **Conference abstracts without full text**: Cannot determine from the information provided.
2. **Review articles, editorials, commentaries, letters**: The title suggests original research, not a review.
3. **Case reports with fewer than 3 patients**: This is an animal study, not a case report.
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: Not applicable based on title.
5. **Studies on PBC or PSC without AIH comparison**: Not applicable; this is specifically about AIH.

**Critical Issue:**
The main concern is that the title does not mention any of the specific checkpoint receptors listed in the inclusion criteria. However, the abstract is not available, and it's possible that checkpoint receptors are examined in the study but not highlighted in the title. The study is clearly about AIH pathogenesis in an animal model, which is relevant to the review's broader objective.

Given the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach)"" when information is insufficient, and considering that this is an AIH animal model study that could potentially discuss checkpoint receptors in the full text, I should err on the side of inclusion.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:32.502407
162,Putative Abscopal Effect in Three Patients Treated by Combined Radiotherapy and Modulated Electrohyperthermia.,,,10.3389/fonc.2020.00254,exclude,"1. **Review the citation content**: The title indicates this is a study about three patients treated with combined radiotherapy and modulated electrohyperthermia, focusing on a ""putative abscopal effect."" The abscopal effect refers to a phenomenon in cancer treatment where localized treatment causes systemic effects at distant sites.

2. **Check against inclusion criteria**:
   - The study appears to be about cancer treatment (radiotherapy and electrohyperthermia), not autoimmune hepatitis
   - No mention of checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R) in the title
   - No mention of autoimmune hepatitis or liver disease
   - No mention of immune checkpoint pathways relevant to AIH pathogenesis

3. **Check against exclusion criteria**:
   - This appears to be a case report with only 3 patients (meets exclusion criterion #3: ""Case reports with fewer than 3 patients"" - though technically 3 patients is borderline)
   - More importantly, the topic is completely unrelated to autoimmune hepatitis - it's about cancer radiotherapy treatment

4. **Consider the missing abstract**: While the protocol suggests leaning toward INCLUDE when information is insufficient, the title alone provides clear evidence that this study is about cancer treatment with radiotherapy and electrohyperthermia, which is entirely outside the scope of a systematic review on checkpoint receptors in autoimmune hepatitis.

5. **Final assessment**: This citation is clearly not relevant to the review objectives. It does not address AIH, checkpoint receptors in the context of autoimmune disease, or any related topic.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:41.415921
146,Rapid Progression of Liver Fibrosis Induced by Acute Liver Injury Due to Immune-related Adverse Events of Atezolizumab.,,,10.2169/internalmedicine.6535-20,exclude,"1. **Study Type Assessment**: The title suggests this is a study about a clinical case or cases involving atezolizumab-induced liver injury. Without an abstract or additional information, it's difficult to determine if this is original research, a case report, or another type of publication.

2. **Topic Relevance**: The study focuses on ""immune-related adverse events"" (irAEs) from atezolizumab, which is a checkpoint inhibitor (anti-PD-L1 antibody). This appears to be about checkpoint inhibitor drug-induced liver injury (ICI-DILI).

3. **Exclusion Criteria Application**:
   - Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" should be excluded
   - The title clearly indicates this is about liver injury caused by atezolizumab (a checkpoint inhibitor drug), which falls under ICI-DILI

4. **Inclusion Criteria Assessment**:
   - The study does not appear to be about autoimmune hepatitis (AIH) as a primary disease
   - It's about drug-induced liver injury from checkpoint inhibitor therapy
   - While checkpoint receptors are involved mechanistically, this is about adverse effects of checkpoint inhibitor drugs, not the pathogenesis of AIH

5. **Key Distinction**: The review is interested in checkpoint receptors in the pathogenesis of AIH, not in liver injury caused by checkpoint inhibitor drugs used for cancer treatment.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:35:49.959043
231,Regulatory T-cell conditioning endows activated effector T cells with suppressor function in autoimmune hepatitis/autoimmune sclerosing cholangitis.,,,10.1002/hep.29307,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is an original research article studying T-cell function, not a review or commentary.

2. **Studies examining checkpoint receptors/ligands**: The title mentions ""Regulatory T-cell conditioning"" and ""suppressor function."" Regulatory T cells (Tregs) are closely associated with checkpoint receptors, particularly CTLA-4 and PD-1, which are critical for their suppressive function. However, the title does not explicitly mention any of the specific checkpoint receptors listed (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, CD200R).

3. **Studies in AIH patients or animal models**: Yes - the title explicitly mentions ""autoimmune hepatitis/autoimmune sclerosing cholangitis.""

4. **Comparison to controls**: Cannot determine from title alone.

5. **Published in English**: Cannot determine, but title is in English.

**Assessing Exclusion Criteria:**

1. **Conference abstract**: Cannot determine from the information provided.
2. **Review/editorial/commentary**: The title suggests original research on mechanisms.
3. **Case report <3 patients**: Unlikely given the mechanistic nature suggested by the title.
4. **ICI-DILI exclusively**: No - this is about autoimmune hepatitis pathogenesis, not drug-induced injury.
5. **PSC/PBC without AIH**: No - AIH is explicitly mentioned.

**Key Considerations:**

- The abstract is not available, making full assessment impossible
- The title suggests mechanistic research on Treg function in AIH
- While checkpoint receptors are not explicitly mentioned, Treg suppressor function is intimately linked to checkpoint pathways, particularly CTLA-4
- Following the instruction to ""lean towards INCLUDE to avoid missing potentially relevant studies"" when information is insufficient",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:00.717133
295,Safe administration of anti-PD-1 immunotherapy in a patient with pre-existing primary biliary cholangitis.,,,10.2217/imt-2019-0184,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Publication type**: The title suggests this is likely a case report describing a single patient receiving anti-PD-1 immunotherapy who had pre-existing primary biliary cholangitis (PBC).

2. **Disease focus**: The study is about primary biliary cholangitis (PBC), not autoimmune hepatitis (AIH). According to exclusion criterion #5, studies on PBC without AIH comparison should be excluded.

3. **Study subject**: The focus appears to be on the safety of administering checkpoint inhibitor therapy (anti-PD-1) in a patient with pre-existing liver disease, rather than studying the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis.

4. **Number of patients**: The title indicates ""a patient"" (singular), suggesting this is a single case report. According to exclusion criterion #3, case reports with fewer than 3 patients should be excluded.

5. **Checkpoint inhibitor drug-induced liver injury**: This appears to be about administering checkpoint inhibitor drugs to a patient with pre-existing liver disease, which relates to checkpoint inhibitor therapy rather than the pathogenic role of checkpoint receptors in AIH (exclusion criterion #4).

6. **No abstract available**: While the absence of an abstract normally would warrant a more cautious approach, the title provides sufficient information to determine that this study does not meet the inclusion criteria on multiple grounds.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:08.661921
180,Severe Immune Checkpoint Inhibitor Hepatitis in KRAS G12C-Mutant NSCLC Potentially Triggered by Sotorasib: Case Report.,,,10.1016/j.jtocrr.2021.100213,exclude,"1. **Study Type Assessment**: The title clearly indicates this is a ""Case Report"" describing a single patient case.

2. **Topic Assessment**: The study is about ""Immune Checkpoint Inhibitor Hepatitis"" which refers to drug-induced liver injury caused by checkpoint inhibitor therapy (ICI-DILI), specifically triggered by Sotorasib (a KRAS G12C inhibitor used in cancer treatment).

3. **Application of Exclusion Criteria**:
   - **Exclusion Criterion #3**: ""Case reports with fewer than 3 patients"" - This is a single case report, which falls below the threshold of 3 patients required for inclusion.
   - **Exclusion Criterion #4**: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)"" - This study is specifically about hepatitis triggered by checkpoint inhibitor therapy in a cancer patient, not about autoimmune hepatitis as a primary autoimmune disease.

4. **Application of Inclusion Criteria**:
   - The study does not appear to involve autoimmune hepatitis (AIH) as defined in the protocol. Instead, it involves drug-induced hepatitis from cancer immunotherapy.
   - The study is in a cancer patient (NSCLC - non-small cell lung cancer), not in AIH patients or animal models of AIH.

5. **Relevance to Review Objective**: The review is focused on the role of checkpoint receptors in the pathogenesis of autoimmune hepatitis as a disease entity, not on adverse effects of checkpoint inhibitor drugs used in cancer treatment.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:16.884266
244,Severe steroid-resistant anti-PD1 T-cell checkpoint inhibitor-induced hepatotoxicity driven by biliary injury.,,,10.1136/esmoopen-2017-000268,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Title Analysis:**
The title mentions ""anti-PD1 T-cell checkpoint inhibitor-induced hepatotoxicity"" which suggests this is about drug-induced liver injury from checkpoint inhibitor therapy.

**Checking Exclusion Criteria:**

1. Conference abstracts without full text - Cannot determine from the information provided
2. Review articles, editorials, commentaries, letters without original data - Cannot determine, but the title suggests it may be a case report or original study
3. Case reports with fewer than 3 patients - The title uses singular ""hepatotoxicity"" which may suggest a case report, but cannot confirm the number of patients
4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)** - This is the critical criterion. The title explicitly states this is about ""anti-PD1 T-cell checkpoint inhibitor-induced hepatotoxicity,"" which is checkpoint inhibitor drug-induced liver injury (ICI-DILI)
5. Studies on PBC or PSC without AIH comparison - Not applicable here

**Checking Inclusion Criteria:**
While the study does involve PD-1 (an inclusion criterion #2), it appears to be studying the adverse effects of anti-PD1 therapy (drug-induced liver injury) rather than studying the role of PD-1 in the pathogenesis of autoimmune hepatitis itself.

**Key Issue:**
Exclusion criterion #4 specifically excludes ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)."" This study appears to be focused on hepatotoxicity caused by anti-PD1 checkpoint inhibitor drugs, which falls under ICI-DILI.

The study is about iatrogenic liver injury from immunotherapy drugs, not about the role of checkpoint receptors in spontaneous autoimmune hepatitis pathogenesis.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:26.671180
296,Single cell profiling of circulating autoreactive CD4 T cells from patients with autoimmune liver diseases suggests tissue imprinting.,,,10.1038/s41467-025-56363-2,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Available Information:**
- Title indicates this is a study on circulating autoreactive CD4 T cells in patients with autoimmune liver diseases
- Uses single cell profiling methodology
- No abstract is available
- No other metadata (authors, year, journal) provided

**Evaluation against Inclusion Criteria:**

1. **Original research articles**: The title suggests this is an original research study using single cell profiling methodology - likely INCLUDED

2. **Studies examining checkpoint receptors**: The title does not explicitly mention any of the specific checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R). However, single cell profiling studies typically examine comprehensive immune cell phenotypes and often include checkpoint receptor expression - UNCERTAIN but POSSIBLE

3. **Studies in AIH patients or models**: The title mentions ""autoimmune liver diseases"" (plural), which could include AIH. However, it's not specific about whether AIH is included - UNCERTAIN but POSSIBLE

4. **Comparison groups**: Not mentioned in title - UNCERTAIN

5. **Published in English**: Cannot determine from available information

**Evaluation against Exclusion Criteria:**

1. **Conference abstract**: Cannot determine from available information
2. **Review/editorial/commentary**: Title suggests original research - likely NOT excluded
3. **Case reports <3 patients**: Title suggests multiple patients - likely NOT excluded
4. **ICI-DILI exclusively**: No indication this is about drug-induced injury - NOT excluded
5. **PBC/PSC without AIH**: Says ""autoimmune liver diseases"" which could include AIH alongside PBC/PSC - UNCERTAIN

**Key Considerations:**
- The abstract is missing, making definitive assessment impossible
- The study is on autoimmune liver diseases (which may include AIH)
- Single cell profiling could potentially capture checkpoint receptor expression data
- Following high sensitivity approach: when uncertain, lean toward INCLUDE to avoid missing relevant studies",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:37.246528
304,Soluble PD1 levels are increased with disease activity in paediatric onset autoimmune hepatitis and inflammatory bowel disease.,,,10.1080/08916934.2020.1755964,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is likely an original research study examining soluble PD-1 levels in patient populations. The phrasing ""levels are increased with disease activity"" implies empirical findings.

2. **Studies examining expression, function, or genetic variants of relevant checkpoint receptors**: Yes - the study examines PD-1 (specifically soluble PD-1), which is one of the checkpoint receptors explicitly listed in the protocol.

3. **Studies in patients with autoimmune hepatitis or animal models**: Yes - the title explicitly mentions ""paediatric onset autoimmune hepatitis"" as one of the study populations.

4. **Studies comparing AIH to healthy controls or other liver disease controls**: The study appears to examine disease activity correlation, though comparison groups are not specified in the title alone.

5. **Published in English**: The title is in English, suggesting English publication.

**Assessing Exclusion Criteria:**

1. **Conference abstracts without full text**: Cannot determine from the information provided, but no indication this is only an abstract.

2. **Review articles, editorials, commentaries, letters without original data**: The title structure suggests original research reporting findings.

3. **Case reports with fewer than 3 patients**: Unlikely given the study appears to examine disease activity correlations across a population.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: No - this is about autoimmune hepatitis, not drug-induced injury.

5. **Studies on PBC or PSC without AIH comparison**: Not applicable - AIH is explicitly mentioned as a study population.

**Key Considerations:**
- The abstract is not available, which limits full assessment
- However, the title clearly indicates this is a study examining PD-1 (a target checkpoint receptor) in autoimmune hepatitis patients (target population)
- The protocol instructs to lean towards INCLUDE when information is insufficient to avoid missing relevant studies",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:47.750880
305,Soluble programmed death-1 levels are associated with disease activity and treatment response in patients with autoimmune hepatitis.,,,10.1080/00365521.2016.1233576,include,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

**Assessing Inclusion Criteria:**

1. **Original research articles**: The title suggests this is likely an original research study examining soluble PD-1 levels in relation to disease activity and treatment response. This phrasing is typical of original research rather than reviews or commentaries.

2. **Studies examining expression, function, or genetic variants of specified checkpoint receptors**: Yes - the study explicitly examines PD-1 (programmed death-1), which is one of the checkpoint receptors listed in the protocol. It appears to measure soluble PD-1 levels.

3. **Studies in patients with autoimmune hepatitis or animal models**: Yes - the title explicitly states ""patients with autoimmune hepatitis.""

4. **Studies comparing AIH to healthy controls or other liver disease controls**: The title mentions ""disease activity and treatment response,"" which suggests comparative analysis, though controls are not explicitly mentioned in the title.

5. **Published in English**: Cannot determine from the information provided, but no indication otherwise.

**Assessing Exclusion Criteria:**

1. **Conference abstracts without full text**: Cannot determine from the information provided - no indication this is a conference abstract.

2. **Review articles, editorials, commentaries, letters without original data**: The title structure suggests original research examining associations between biomarkers and clinical outcomes.

3. **Case reports with fewer than 3 patients**: Unlikely given the plural ""patients"" and the study of associations with disease activity.

4. **Studies exclusively on checkpoint inhibitor drug-induced liver injury**: No - this is about autoimmune hepatitis, not drug-induced liver injury.

5. **Studies on PBC or PSC without AIH comparison**: No - this is specifically about AIH.

**Overall Assessment:**
The citation clearly meets the core inclusion criteria: it examines PD-1 (a specified checkpoint receptor) in patients with autoimmune hepatitis. While the abstract is not available, the title provides sufficient information to determine relevance. Following the high sensitivity approach recommended for uncertain cases, and given that the title clearly indicates this is relevant to the review objectives, this should be included.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:36:58.267108
199,"Something old, something new: liver injury associated with total parenteral nutrition therapy and immune checkpoint inhibitors.",,,10.1016/j.humpath.2019.10.007,exclude,"Let me evaluate this citation systematically against the inclusion and exclusion criteria:

1. **Title Analysis**: The title mentions ""liver injury associated with total parenteral nutrition therapy and immune checkpoint inhibitors."" This suggests the study is about liver injury caused by checkpoint inhibitor drugs, not about the role of checkpoint receptors in autoimmune hepatitis pathogenesis.

2. **Checking Exclusion Criteria**:
   - Exclusion criterion #4 specifically states: ""Studies exclusively on checkpoint inhibitor drug-induced liver injury (ICI-DILI)""
   - The title clearly indicates this is about liver injury associated with immune checkpoint inhibitors (as therapy), which would be ICI-DILI
   - This appears to be about adverse effects of checkpoint inhibitor drugs, not about the endogenous checkpoint receptors in AIH pathogenesis

3. **Checking Inclusion Criteria**:
   - The study does not appear to be examining checkpoint receptors in AIH patients or animal models
   - It appears to be about drug-induced liver injury from checkpoint inhibitor therapy
   - No mention of autoimmune hepatitis in the title

4. **Abstract Availability**: No abstract is available, which creates some uncertainty. However, the title is quite clear about the focus being on liver injury associated with checkpoint inhibitor therapy.

5. **High Sensitivity Consideration**: While the instruction suggests leaning toward INCLUDE when information is insufficient, the title provides strong evidence that this falls under exclusion criterion #4 (ICI-DILI studies).",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:37:07.439579
192,Splenectomy prolongs the effects of corticosteroids in mouse models of autoimmune hepatitis.,,,10.1053/j.gastro.2013.03.011,include,"Let me evaluate this citation systematically against the protocol criteria:

**Assessing Inclusion Criteria:**
1. Original research articles - The title suggests this is an original research study (describes experimental results in mouse models)
2. Studies examining checkpoint receptors (BTLA, CTLA-4, PD-1, TIGIT, VISTA, LAG-3, or CD200R) - Cannot determine from title alone; no mention of these specific molecules
3. Studies in AIH patients or animal models - YES, explicitly mentions ""mouse models of autoimmune hepatitis""
4. Studies comparing AIH to controls - Cannot determine from title alone
5. Published in English - Title is in English (likely yes)

**Assessing Exclusion Criteria:**
1. Conference abstracts without full text - Cannot determine publication type from available information
2. Review articles, editorials, etc. - The title suggests original experimental research, not a review
3. Case reports <3 patients - Not applicable (animal study)
4. Studies exclusively on ICI-DILI - No indication of this; appears to be about spontaneous/induced AIH models
5. Studies on PBC/PSC without AIH - No, this is specifically about AIH

**Key Considerations:**
- The abstract is not available, making it impossible to determine if checkpoint receptors are examined
- The study is clearly about AIH in mouse models (meets criterion #3)
- The focus appears to be on splenectomy and corticosteroid treatment effects
- Without the abstract or full text, I cannot confirm whether any of the target checkpoint receptors are investigated

**Protocol Guidance:**
The instructions state: ""If the abstract is missing or insufficient to make a determination, lean towards INCLUDE to avoid missing potentially relevant studies (high sensitivity approach).""

Given that this is an animal model study of AIH (clearly relevant to the disease of interest), and the abstract is unavailable to confirm whether checkpoint receptors were examined, I should apply the high sensitivity approach.",anthropic/claude-sonnet-4-5-20250929,2026-01-28T10:37:17.432572
